State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
1309	Wisconsin	yHKS684	Candida sake	Candida	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#219	a	YHKS_#219	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS684	Candida sake	Saccharomycotina	Candida	Upper Midwest
1310	Wisconsin	yHKS623	Debaryomyces hansenii	Debaryomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#239	a	YHKS_#239	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS623	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Upper Midwest
1311	Wisconsin	yHQL236	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	5	a	YHQL_5	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL236	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1312	Wisconsin	yHQL241	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL241	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1313	Wisconsin	yHQL245	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	22	Blue Mound State Park	Sarah Wright	TRUE	yHQL245	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1314	Wisconsin	yHQL279	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL279	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1315	Wisconsin	yHKS206	Cystofilobasidium sp.	Cystofilobasidium	Basidiomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#51	a	YHKS_#51	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS206	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1316	Wisconsin	yHKS191	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#37	a	YHKS_#37	10	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS191	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1317	Wisconsin	yHKS209	Cystofilobasidium sp.	Cystofilobasidium	Basidiomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#53	a	YHKS_#53	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS209	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1318	Wisconsin	YHMH102	Cryptococcus sp.	Cryptococcus	Basidiomycota	44.498089, -87.924478	44.498089	-87.924478	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	a	YHMH_58	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH102	Cryptococcus sp.	Basidiomycota	Cryptococcus	Upper Midwest
1319	Wisconsin	yHKS108	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#34	b	YHKS_#34	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS108	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Upper Midwest
1320	Wisconsin	yHKB385	Mrakia gelida	Mrakia	Basidiomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT18	a	YHKB_KBOCT18	4	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB385	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
1321	Wisconsin	YHMH108	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	42.944996, -89.583942	42.944996	-89.583942	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	47	a	YHMH_47	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH108	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
1325	Wisconsin	yHRM18	Meyerozyma caribbica	Meyerozyma	Ascomycota	NA	NA	NA	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer negundo	Boxelder Maple	NA	NA	1.2	a	YHRM_1.2	30	Picnic Point, Madison WI	RM	TRUE	yHRM18	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	Upper Midwest
1326	Wisconsin	YHMH103	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.498089, -87.924478	44.498089	-87.924478	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	b	YHMH_58	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH103	Cryptococcus flavescens	Basidiomycota	Cryptococcus	Upper Midwest
1328	Wisconsin	yHKS126	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#42	a	YHKS_#42	10	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS126	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1329	Wisconsin	yHRM10	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	2.2	a	YHRM_2.2	22	Picnic Point, Madison WI	RM	TRUE	yHRM10	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1330	Wisconsin	yHRM3	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Moss	Moss	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	Moss	NA	1.13	a	YHRM_1.13	22	Picnic Point, Madison WI	RM	TRUE	yHRM3	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1332	Wisconsin	yHKS26	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#24	b	YHKS_#24	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS26	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1334	Wisconsin	yHKS271	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.395533, -87.866440	43.395533	-87.86644	Tree	Plant Matter	Grass	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	Grass	NA	#70	a	YHKS_#70	10	Port Washington, WI (Upper Lake Park)	Kayla Sylvester	TRUE	yHKS271	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1335	Wisconsin	yHKB74	Kazachstania martiniae	Kazachstania	Ascomycota	43.4316:-89.7372° W	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT18	a	YHKB_KBOCT18	30	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB74	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
1336	Wisconsin	yHKB132	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	a	YHKB_KBOCT6	22	Northeastern WI	Bill Saucier	TRUE	yHKB132	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1337	Wisconsin	yHRM42	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	46	a	YHRM_46	10	Picnic Point, Madison WI	RM	TRUE	yHRM42	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1340	Wisconsin	yHKS51	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#22	a	YHKS_#22	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS51	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1342	Wisconsin	yHKS416	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#126	a	YHKS_#126	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS416	Candida sake	Saccharomycotina	Candida	Upper Midwest
1343	Wisconsin	yHKB171	Mrakia sp.	Mrakia	Basidiomycota	44:-88	44	-88	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungi	NA	KBOCT8	c	YHKB_KBOCT8	10	Northeastern WI	Bill Saucier	TRUE	yHKB171	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
1344	Wisconsin	yHKS75	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.822924, -87.913245	44.822924	-87.913245	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus deltoides	Eastern Cottonwood	NA	NA	#29	a	YHKS_#29	10	Pensaukee, WI	Kayla Sylvester	TRUE	yHKS75	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1346	Wisconsin	yHKS238	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.395533, -87.866440	43.395533	-87.86644	Tree	Plant Matter	Flower	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	Flower vine	NA	#69	a	YHKS_#69	30	Port Washington, WI (Upper Lake Park)	Kayla Sylvester	TRUE	yHKS238	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1348	Wisconsin	YHMH83	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.498089, -87.924475	44.498089	-87.924475	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	e	YHMH_58	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH83	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1349	Wisconsin	YHMH85	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.498089, -87.924477	44.498089	-87.924477	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	c	YHMH_58	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH85	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1350	Wisconsin	YHMH89	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	44.500396, -87.927438	44.500396	-87.927438	Plant	Plant Matter	Leaves	NA	NA	NA	Dead	Unknown	Unknown	Unknown	NA	NA	62	f	YHMH_62	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH89	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1351	Wisconsin	yHKS134	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#56	a	YHKS_#56	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS134	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1354	Wisconsin	yHKS138	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#52	a	YHKS_#52	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS138	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1355	Wisconsin	yHKS142	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.089361, -89.415891	43.089361	-89.415891	Tree	Plant Matter	Bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	#5	a	YHKS_#5	30	Madison, WI (Picnic Point Path)	Ashanti Rogers	TRUE	yHKS142	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1356	Wisconsin	yHKS366	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#132	a	YHKS_#132	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS366	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1357	Wisconsin	yHKS218	Cryptococcus sp.	Cryptococcus	Basidiomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	NA	NA	#81	a	YHKS_#81	30	Port Washington, WI (Whitefish Park)	Kayla Sylvester	TRUE	yHKS218	Cryptococcus sp.	Basidiomycota	Cryptococcus	Upper Midwest
1358	Wisconsin	yHQL224	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	43.122028, -89.484072	43.122028	-89.484072	Plant	Plant Matter	Grass	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	12	a	YHQL_12	22	Pheasant Branch Conservancy	Sarah Wright	TRUE	yHQL224	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Upper Midwest
1359	Wisconsin	yHKS597	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#228	a	YHKS_#228	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS597	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1360	Wisconsin	yHQL192	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	Rotting	Pyrus	Pyrus sp.	NA	NA	NA	smiley3A	a	YHQL_smiley3A	10	local Madison, WI backyard	NA	TRUE	yHQL192	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
1361	Wisconsin	yHKS43	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	44.293474, -88.401231	44.293474	-88.401231	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#25	a	YHKS_#25	30	Grand Chute, WI (Einstein Park)	Kayla Sylvester	TRUE	yHKS43	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Upper Midwest
1362	Wisconsin	yHKS85	Lachancea kluyveri	Lachancea	Ascomycota	44.822924, -87.913245	44.822924	-87.913245	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus deltoides	Eastern Cottonwood	NA	NA	#29	a	YHKS_#29	30	Pensaukee, WI	Kayla Sylvester	TRUE	yHKS85	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1363	Wisconsin	yHKS86	Lachancea kluyveri	Lachancea	Ascomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ulmus	Ulmus americana	American Elm	NA	NA	#33	a	YHKS_#33	30	Howard, WI (Meadowbrook Park)	Kayla Sylvester	TRUE	yHKS86	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1364	Wisconsin	yHKS88	Lachancea kluyveri	Lachancea	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#35	a	YHKS_#35	30	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS88	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1365	Wisconsin	yHKS96	Lachancea kluyveri	Lachancea	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Soil	Soil	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#39	a	YHKS_#39	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS96	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1366	Wisconsin	yHRVM5	Pichia manshurica	Pichia	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	1D1	a	YHRVM_1D1	22	Madison, WI	Ryan Moriarty	TRUE	yHRVM5	Pichia manshurica	Saccharomycotina	Pichia	Upper Midwest
1367	Wisconsin	yHKS325	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#141	a	YHKS_#141	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS325	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1368	Wisconsin	yHKS92	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#40	b	YHKS_#40	30	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS92	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1369	Wisconsin	yHKS330	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#145	b	YHKS_#145	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS330	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1370	Wisconsin	yHKB120	Kluyveromyces lactis	Kluyveromyces	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	b	YHKB_KBOCT7	22	Northeastern WI	Bill Saucier	TRUE	yHKB120	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
1371	Wisconsin	yHKB129	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT16	b	YHKB_KBOCT16	22	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB129	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
1372	Wisconsin	yHRM33	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	1.19	b	YHRM_1.19	10	Picnic Point, Madison WI	RM	TRUE	yHRM33	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1373	Wisconsin	yHKS371	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#141	b	YHKS_#141	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS371	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1374	Wisconsin	yHKS415	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#123	b	YHKS_#123	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS415	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1375	Wisconsin	yHKS430	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#145	b	YHKS_#145	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS430	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1377	Wisconsin	yHQL42	Pichia kudriavzevii	Pichia	Ascomycota	43.074376, -89.410549	43.074376	-89.410549	Tree	Plant Matter	Seed	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2A	b	YHQL_smiley2A	30	local Madison, WI backyard	S. Smead	TRUE	yHQL42	Pichia kudriavzevii	Saccharomycotina	Pichia	Upper Midwest
1378	Wisconsin	yHKS130	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#50	a	YHKS_#50	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS130	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
1379	Wisconsin	yHRM44	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	a	YHRM_48	10	Picnic Point, Madison WI	RM	TRUE	yHRM44	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1380	Wisconsin	yHRM46	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Moss	Moss	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	Moss	NA	52	a	YHRM_52	10	Picnic Point, Madison WI	RM	TRUE	yHRM46	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1381	Wisconsin	yHKB159	Mrakia sp.	Mrakia	Basidiomycota	44:-88	44	-88	Fungus	Fungus	Fungus	NA	NA	NA	NA	Artomyces	Artomyces pyxidata	Coral Fungus	Fungus	NA	KBOCT4	b	YHKB_KBOCT4	10	Northeastern WI	Bill Saucier	TRUE	yHKB159	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
1383	Wisconsin	yHQL280	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	c	YHQL_10	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL280	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1384	Wisconsin	yHQL50	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.074376, -89.410549	43.074376	-89.410549	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	NA	Pyrus	Pyrus sp.	NA	NA	NA	smiley3B	c	YHQL_smiley3B	22	local Madison, WI backyard	S. Smead	TRUE	yHQL50	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
1385	Wisconsin	yHQL201	Lachancea fermentati	Lachancea	Ascomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	17	a	YHQL_17	30	Indian Lake County Park	Sarah Wright	TRUE	yHQL201	Lachancea fermentati	Saccharomycotina	Lachancea	Upper Midwest
1386	Wisconsin	yHQL257	Mrakia blollopsis	Mrakia	Basidiomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	4	a	YHQL_4	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL257	Mrakia blollopis	Basidiomycota	Mrakia	Upper Midwest
1387	Wisconsin	yHKS30	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Bark	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#19	a	YHKS_#19	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS30	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1388	Wisconsin	yHRM72	Lachancea fermentati	Lachancea	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3_R_17	a	YHRM_3_R_17	22	Picnic Point, Madison WI	RM	TRUE	yHRM72	Lachancea fermentati	Saccharomycotina	Lachancea	Upper Midwest
1392	Wisconsin	yHRVM138	Metschnikowia fructicola	Metschnikowia	Ascomycota	42.135106, -87.758928	42.135106	-87.758928	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	7D4	a	YHRVM_7D4	30	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM138	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1394	Wisconsin	yHKS279	Candida railenensis	Candida	Ascomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Plant Matter	Bark	NA	NA	NA	NA	Gleditsia	Gleditsia triacanthos	Honey Locust	NA	NA	#87	a	YHKS_#87	10	Port Washington, WI (Whitefish Park)	Kayla Sylvester	TRUE	yHKS279	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1395	Wisconsin	yHKB172	Mrakia gelida	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Soil	Humus	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	Fungi	NA	KBOCT10	a	YHKB_KBOCT10	10	Northeastern WI	Bill Saucier	TRUE	yHKB172	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
1396	Wisconsin	yHKS354	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#129	b	YHKS_#129	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS354	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
