StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
YHMH84	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.498089, -87.924476	44.498089	-87.924476	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	d	YHMH_58	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH84	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ122	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit/Leaves	Buckthorn Berry	Rhamnaceae	Berry	NA	Rhamnus	Rhamnus cathartica	Buckthorn	NA	NA	6	d	YHMJ_6	4	french park, plymouth mn	Minnesota	Martin Jarzyna	TRUE	yHMJ122	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ21	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus balsamifera	Balsam Poplar	Fungi	NA	8	c	YHMJ_8	22	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ21	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ45	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	b	YHMJ_7	10	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ45	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ73	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	c	YHMJ_7	10	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ73	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHQL145	Cryptococcus flavescens	Cryptococcus	Basidiomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Equisetum	Equisetum sp.	Horsetail	NA	NA	A&CH10	a	YHQL_A&CH10	22	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL145	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHRVM25	Cryptococcus flavescens	Cryptococcus	Basidiomycota	43.072871, -89.407803	43.072871	-89.407803	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D1	c	YHRVM_2D1	22	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM25	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHRVM298	Cryptococcus flavescens	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM298	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ64	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	b	YHMJ_7	4	french park, plymouth mn	Minnesota	Martin Jarzyna	TRUE	yHMJ64	Papiliotrema flavescens	Basidiomycota	Papiliotrema
yHMJ56	Cryptococcus filicatus	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Fungus	Fungus	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American Hophornbeam	NA	NA	2	a	YHMJ_2	4	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ56	Cryptococcus filicatus	Basidiomycota	Cryptococcus
yHKS491	Cryptococcus cuniculi	Cryptococcus	Basidiomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	NA	NA	#148	a	YHKS_#148	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS491	Cryptococcus cuniculi	Basidiomycota	Cryptococcus
YHMH125	Cryptococcus carnescens	Cryptococcus	Basidiomycota	44.500476, -87.923862	44.500476	-87.923862	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	63	a	YHMH_63	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH125	Cryptococcus carnescens	Basidiomycota	Cryptococcus
yHMJ164	Cryptococcus aquaticus	Cryptococcus	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ailanthus	Ailanthus altissima	Tree of Heaven	NA	NA	23	a	YHMJ_23	4	Decorah, IA ice caves	Iowa	Martin Jarzyna	TRUE	yHMJ164	Cryptococcus aquaticus	Basidiomycota	Cryptococcus
yHMJ167	Cryptococcus aquaticus	Cryptococcus	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ailanthus	Ailanthus altissima	Tree of Heaven	NA	NA	23	d	YHMJ_23	4	Decorah, IA ice caves	Iowa	Martin Jarzyna	TRUE	yHMJ167	Cryptococcus aquaticus	Basidiomycota	Cryptococcus
yHKB396	Coniochaeta ligniaria	Coniochaeta	Ascomycota	41.8089,-88.0112	41.8089	-88.0112	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	NA	NA	NA	NA	NA	DG3	a	YHKB_DG3	4	Downers Grove, IL	Illinois	Kelly Buh	TRUE	yHKB396	Coniochaeta ligniaria	Pezizomycotina	Coniochaeta
yHQL293	Coniochaeta ligniaria	Coniochaeta	Ascomycota	45.386820, -110.681776	45.38682	-110.681776	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#8	a	YHQL_QL#8	30	Pray, MT	Montana	Erik Jessen and Erica Macke	TRUE	yHQL293	Coniochaeta ligniaria	Pezizomycotina	Coniochaeta
yHQL537	Coniochaeta hoffmannii	Coniochaeta	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#37	b	YHQL_QL#37	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL537	Coniochaeta hoffmannii	Pezizomycotina	Coniochaeta
yHQL470	Cephalosporium sp.	Cephalosporium	Ascomycota	58.417721, -134.545988	58.417721	-134.545988	Tree	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	tree moss	KS#302	a	YHQL_KS#302	10	Mendenhall glacier, AK	Alaska	parents of Ryan Mority	TRUE	yHQL470	Cephalosporium sp.	Pezizomycotina	Cephalosporium
yHKB377	Caulerpa cupressoides	Caulerpa	Basidiomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT16	a	YHKB_KBOCT16	4	Devil's Lake State Park (Baraboo, WI)	Wisconsin	Drew Doering	FALSE	yHKB377	Caulerpa cupressoides	Basidiomycota	Caulerpa
yHQL552	Candida zeylanoides	Candida	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#38	a	YHQL_QL#38	22	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL552	Candida zeylanoides	Saccharomycotina	Candida
yHKS641	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS641	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces
yHKS655	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	a	YHKS_#248	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS655	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces
yHKS656	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	b	YHKS_#248	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS656	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces
yHKS658	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS658	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces
yHKS659	Candida xylopsoci/prunicola/pyralidae	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	c	YHKS_#249	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS659	Suhomyces xylopsoci/prunicola/pyralidae	Saccharomycotina	Suhomyces
yHRM19	Candida xestobii	Candida	Ascomycota	NA	NA	NA	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	1.1	a	YHRM_1.1	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM19	Candida xestobii	Saccharomycotina	Candida
yHRM41	Candida xestobii	Candida	Ascomycota	NA	NA	NA	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	45	a	YHRM_45	10	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM41	Candida xestobii	Saccharomycotina	Candida
yHQL313	Candida vartiovaarae	Candida	Ascomycota	45.182652, -110.618510	45.182652	-110.61851	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	ground around lakeshore	QL#5	a	YHQL_QL#5	22	Twin lakes Gallaterin National Forest, MT	Montana	Erik Jessen and Erica Macke	TRUE	yHQL313	Candida vartiovaarae	Saccharomycotina	Candida
yHQL424	Candida vartiovaarae	Candida	Ascomycota	45.182652, -110.618510	45.182652	-110.61851	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#5	a	YHQL_QL#5	10	Twin lakes Gallaterin National Forest, MT	Montana	Erik Jessen and Erica Macke	TRUE	yHQL424	Candida vartiovaarae	Saccharomycotina	Candida
yHQL490	Candida vartiovaarae	Candida	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	a	YHQL_QL#1	10	John James Audubon State Park Henderson, KY	Kentucky	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL490	Candida vartiovaarae	Saccharomycotina	Candida
yHQL509	Candida vartiovaarae	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	AS#11	b	YHQL_AS#11	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL509	Candida vartiovaarae	Saccharomycotina	Candida
yHKS648	Candida vadensis	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	#252	b	YHKS_#252	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS648	Suhomyces vadensis	Saccharomycotina	Suhomyces
yHKS649	Candida vadensis	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	#252	c	YHKS_#252	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS649	Suhomyces vadensis	Saccharomycotina	Suhomyces
yHKB116	Candida tropicalis	Candida	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	NA	NA	NA	NA	NA	DG1	a	YHKB_DG1	22	Downers Grove, IL (home backyard)	Illinois	Kelly Buh	TRUE	yHKB116	Candida tropicalis	Saccharomycotina	Candida
yHKB300	Candida tropicalis	Candida	Ascomycota	40.0728,-94.1048	40.0728	-94.1048	Soil	Soil/Plant Matter	Soil/Grass	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT7	b	YHKB_RT7	30	Pattonsburg, MO	Missouri	Kelly Buh	TRUE	yHKB300	Candida tropicalis	Saccharomycotina	Candida
yHQL347	Candida tropicalis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Betula	Betula sp.	Birch	Plant	birch/assoc w/ lilly of the valley	AS#14	a	YHQL_AS#14	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL347	Candida tropicalis	Saccharomycotina	Candida
yHRVM135	Candida tropicalis	Candida	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	a	YHRVM_21D4-CS	30	Elgin, IL	Illinois	Goose Island CS	TRUE	yHRVM135	Candida tropicalis	Saccharomycotina	Candida
yHQL142	Candida tanzawaensis	Candida	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	A&CH4	a	YHQL_A&CH4	22	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL142	Suhomyces tanzawaensis	Saccharomycotina	Suhomyces
yHQL323	Candida tanzawaensis	Candida	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	NA	QL#22	a	YHQL_QL#22	22	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL323	Suhomyces tanzawaensis	Saccharomycotina	Suhomyces
yHQL448	Candida tanzawaensis	Candida	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	NA	QL#22	a	YHQL_QL#22	10	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL448	Suhomyces tanzawaensis	Saccharomycotina	Suhomyces
yHQL450	Candida tanzawaensis	Candida	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	NA	QL#22	c	YHQL_QL#22	10	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL450	Suhomyces tanzawaensis	Saccharomycotina	Suhomyces
yHQL452	Candida tanzawaensis	Candida	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	NA	QL#22	e	YHQL_QL#22	10	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL452	Suhomyces tanzawaensis	Saccharomycotina	Suhomyces
yHKS577	Candida subhashii	Candida	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	Ant	NA	#218	b	YHKS_#218	30	Delafield,WI	Wisconsin	Kayla Sylvester	TRUE	yHKS577	Candida subhashii	Saccharomycotina	Candida
yHKB112	Candida sp.	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	Good read, but no clear hits. Only Candida sp.	NH10	a	YHKB_NH10	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB112	Candida sp.	Saccharomycotina	Candida
yHKB131	Candida sp.	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Fruit/Leaves	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple	NA	NA	NH7	c	YHKB_NH7	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB131	Candida sp.	Saccharomycotina	Candida
yHKS281	Candida sp.	Candida	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#88	a	YHKS_#88	10	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS281	Candida sp.	Saccharomycotina	Candida
yHKS315	Candida sp.	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Fungus	Fungus	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	Fungus	NA	#130	a	YHKS_#130	30	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS315	Candida sp.	Saccharomycotina	Candida
yHKS522	Candida sp.	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#150	a	YHKS_#150	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS522	Candida sp.	Saccharomycotina	Candida
yHKS568	Candida sp.	Candida	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210	a	YHKS_#210	22	Nikiski, Alaska (Deer Creek)	Alaska	Jacob Barnes	TRUE	yHKS568	Candida sp.	Saccharomycotina	Candida
yHKS669	Candida sp.	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	#254	a	YHKS_#254	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS669	Candida sp.	Saccharomycotina	Candida
yHMJ44	Candida sp.	Candida	Ascomycota	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	b	YHMJ_5	10	french park, plymouth MN	Minnesota	Martin Jarzyna	TRUE	yHMJ44	Candida sp.	Saccharomycotina	Candida
yHMJ557	Candida sp.	Candida	Ascomycota	43.761667, 71.668611	43.761667	-71.668611	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	61	a	YHMJ_61	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ557	Candida sp.	Saccharomycotina	Candida
yHQL438	Candida sp.	Candida	Ascomycota	41.158958,-122.305077	41.158958	-122.305077	Tree	Plant Matter	Needles	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	Moss	NA	QL#17	a	YHQL_QL#17	10	Pacific Crest Trail, CA, 41°9''32.25"N X 122°18'18.276"	California	Bill Vagt	TRUE	yHQL438	Candida sp.	Saccharomycotina	Candida
yHQL451	Candida sp.	Candida	Ascomycota	37.657021,-119.626228	37.657021	-119.626228	Tree	Fungus	Fungus	NA	NA	NA	NA	Pinus	Pinus contorta	Lodgepole Pine	Fungus	NA	QL#22	d	YHQL_QL#22	10	Yosemite Nat'l Park, CA 37°39'25.274"N X 119°37'34.422"W	California	Bill Vagt	TRUE	yHQL451	Candida sp.	Saccharomycotina	Candida
yHQL527	Candida sp.	Candida	Ascomycota	41.158958,-122.305077	41.158958	-122.305077	Tree	Plant Matter	Needles	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	Moss	NA	QL#17	b	YHQL_QL#17	10	Pacific Crest Trail, CA, 41°9''32.25"N X 122°18'18.276"	California	Bill Vagt	TRUE	yHQL527	Candida sp.	Saccharomycotina	Candida
yHQL182	Candida sp.	Candida	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	A&CH13	d	YHQL_A&CH13	10	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL182	Saccharomycopsis sp.	Saccharomycotina	Saccharomycopsis
yHQL92	Candida sorboxylosa	Candida	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Seed	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2A	c	YHQL_smiley2A	22	local Madison, WI backyard	Wisconsin	S. Smead	TRUE	yHQL92	Candida sorboxylosa	Saccharomycotina	Candida
yHQL320	Candida silvanorum	Candida	Ascomycota	39.876949,-123.724678	39.876949	-123.724678	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus virginiana	Live Oak	NA	NA	QL#19	a	YHQL_QL#19	22	Rock creek campground, Standish-Hickey State Rec Area, CA 39°52'37.018"N X 123°43'28.841"W	California	Bill Vagt	TRUE	yHQL320	Candida silvanorum	Saccharomycotina	Candida
yHAB170	Candida savonica	Candida	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.6	a	YHAB_2.6	22	Tahquamenon Falls, MI, Upper Falls	Michigan	ABH/CTH	TRUE	yHAB170	Candida savonica	Saccharomycotina	Candida
yHAB216	Candida savonica	Candida	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	Fungi	NA	2.8	a	YHAB_2.8	22	Tahquamenon falls, mi upper falls	Michigan	ABH/CTH	TRUE	yHAB216	Candida savonica	Saccharomycotina	Candida
yHQL185	Candida savonica	Candida	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	A&CH25	c	YHQL_A&CH25	10	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL185	Candida savonica	Saccharomycotina	Candida
yHKB13	Candida sanyaensis	Candida	Ascomycota	26.5276:-82.1948	26.5276	-82.1948	Soil	Soil	Sand	NA	NA	NA	NA	NA	NA	NA	NA	D1D2 sequencing confirmed species	BFF5	b	YHKB_BFF5	30	Captiva, FL	Florida	Alison Coffey	TRUE	yHKB13	Candida sanyaensis	Saccharomycotina	Candida
yHQL322	Candida santamariae var. santamariae	Candida	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	a	YHQL_QL#21	22	Yosemite Nat'l Park, CA, 37°27'25.274"N X 119°38'35.891"W	California	Bill Vagt	TRUE	yHQL322	Candida santamariae	Saccharomycotina	Candida
yHKS244	Candida santamariae var. membranifaciens	Candida	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Betula	Betula alleghaniensis	Yellow Birch	NA	NA	#98	a	YHKS_#98	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS244	Candida santamariae	Saccharomycotina	Candida
yHKS260	Candida santamariae var. membranifaciens	Candida	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#88	a	YHKS_#88	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS260	Candida santamariae	Saccharomycotina	Candida
yHQL324	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.530983,-119.626228	37.530983	-119.626228	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	QL#23	a	YHQL_QL#23	22	Yosemite Nat'l Park, CA, 37°31'51.539"N X 119°39'7.339"W	California	Bill Vagt	TRUE	yHQL324	Candida santamariae	Saccharomycotina	Candida
yHQL444	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	a	YHQL_QL#21	10	Yosemite National Park, CA	California	Bill Vagt	TRUE	yHQL444	Candida santamariae	Saccharomycotina	Candida
yHQL445	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	b	YHQL_QL#21	10	Yosemite Nat'l Park, CA, 37°27'25.274"N X 119°38'35.891"W	California	Bill Vagt	TRUE	yHQL445	Candida santamariae	Saccharomycotina	Candida
yHQL446	Candida santamariae var. membranifaciens	Candida	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	c	YHQL_QL#21	10	Yosemite Nat'l Park, CA, 37°27'25.274"N X 119°38'35.891"W	California	Bill Vagt	TRUE	yHQL446	Candida santamariae	Saccharomycotina	Candida
yHRM59	Candida santamariae var. membranifaciens	Candida	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	51	a	YHRM_51	22	Bradley State Park, Clatskanie, OR	Oregon	Quinn	TRUE	yHRM59	Candida santamariae	Saccharomycotina	Candida
yHQL122	Candida santamariae	Candida	Ascomycota	46.122696, -123.927882	46.122696	-123.927882	Tree	Soil	Soil	NA	NA	NA	NA	Vaccinium	Vaccinium ovatum	Evergreen Huckleberry	NA	NA	OR 13	a	YHQL_OR 13	10	Camp Rilea, OR	Oregon	Quinn Langdon	TRUE	yHQL122	Candida santamariae	Saccharomycotina	Candida
yHQL439	Candida santamariae	Candida	Ascomycota	41.158958,-122.305077	41.158958	-122.305077	Tree	Plant Matter	Needles	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	Moss	NA	QL#17	c	YHQL_QL#17	10	Pacific Crest Trail, CA, 41°9''32.25"N X 122°18'18.276"	California	Bill Vagt	TRUE	yHQL439	Candida santamariae	Saccharomycotina	Candida
